review,reasoning,sentiment_score,politeness_score
"Make SVM great again with Siamese kernel for few-shot learning 

** PAPER SUMMARY **

The author proposes to combine siamase networks with an SVM for pair classification. The proposed approach is evaluated on few shot learning tasks, on omniglot and timit.  


** REVIEW SUMMARY **

The paper is readable but it could be more fluent. It lacks a few references and important technical aspects are not discussed. It contains a few errors. Empirical contribution seems inflated on omniglot as the authors omit other papers reporting better results. Overall, the contribution is modest at best.

** DETAILED REVIEW **

On mistakes, it is wrong to say that an SVM is a parameterless classifier. It is wrong to cite (Boser et al 92) for the soft-margin SVM. I think slack variables come from (Cortes et al 95). ""consistent"" has a specific definition in machine learning https://en.wikipedia.org/wiki/Consistent_estimator , you must use a different word in 3.2. You mention that a non linear SVM need a similarity measure, it actually need a positive definite kernel which has a specific definition, https://en.wikipedia.org/wiki/Positive-definite_kernel .

On incompleteness, it is not obvious how the classifier is used at test time. Could you explain how classes are predicted given a test problem? The setup of the experiments on TIMIT is extremely unclear. What are the class you are interested in? How many classes and examples does the testing problems have? 

On clarity, I do not understand why you talk again about non-linear SVM in the last paragraph of 3.2. since you mention at the end of page 4 that you will only rely on linear SVMs for computational reasons. You need to mention explicitely somewhere that (w,\theta) are optimized jointly. The sentence ""this paper investigates only the one versus rest approach"" is confusing, as you have only two classes from the SVM perspective i.e. pairs (x1,x2) where both examples come from the same class and pairs (x1,x2) where they come from different class. So you use a binary SVM, not one versus rest. You need to find a better justification for using L2-SVM than ""L2-SVM loss variant is considered to be the best by the author of the paper"", did you try classical SVM and found them performing worse? Also could you motivate your choice for L1 norm as opposed to L2 in Eq 3?

On empirical evaluation, I already mentioned that it impossible to understand what the classification problem on TIMIT is. I suspect it might be speaker identification. So I will focus on the omniglot experiments. 

Few-Shot Learning Through an Information Retrieval Lens, Eleni Triantafillou, Richard Zemel, Raquel Urtasun, NIPS 2017 [arxiv July'17]

and the reference therein give a few more recent baselines than your table. Some of the results are better than your approach. I am not sure why you do not evaluate on mini-imagenet as well as most work on few shot learning generally do. This dataset offers a clearer experimental setup than your TIMIT setting and has abundant published baseline results. Also, most work typically use omniglot as a proof of concept and consider mini-imagenet as a more challenging set. ","The review is critical of the paper, pointing out errors, incompleteness, lack of clarity, and potentially inflated empirical contributions. While the language is direct and points out shortcomings, it does not resort to personal attacks or disrespectful tone. The reviewer provides concrete examples and suggestions for improvement.",-30,60
"This paper is an experimental paper. It investigates what sort of image representations are good for image captioning systems. 

Overall, the idea seems relevant and there are some good findings but I am sure that image captioning community is already aware of these findings.

The main issue of the paper is the lack of novelty. Even for an experimental paper, I would argue that novelty in the experimental methodology is an important fact. Unfortunately, I do not see any novel concept in the experimental setup.

I recomend this paper for a workshop presentation.
","The reviewer finds the paper's topic relevant and acknowledges some good findings. However, they clearly state the main issue is a lack of novelty, which significantly impacts their recommendation. The language used doesn't express strong negativity but rather leans towards neutrality with a clear message of lacking novelty.  Therefore, the sentiment is somewhat negative, but the politeness remains fairly neutral.",-20,20
"This paper proposes a model for learning to generate data conditional on attributes. Demonstrations show that the model is capable of learning to generate data with attribute combinations that were not present in conjunction at training time.

The model is interesting, and the results, while preliminary, suggest that the model is capable of making quite interesting generalizations (in particular, it can synthesize images that consist of settings of features that have not been seen before).

However, this paper is mercilessly difficult to read. The most serious problems are the extensive discussion of the fully unsupervised variant (rather than the semisupervised variant that is evaluated), poor use of examples when describing the model, nonstandard terminology (“concepts” and “context” are extremely vague terms that are not defined precisely) and discussions to vaguely related work that does not clarify but rather obscures what is going on in the paper.

For the evaluation, since this paper proposes a technique for learning a posterior recognition model, it would be extremely interesting to see if the model is capable of recognizing images appropriately that combine “contexts” that were not observed during training. The experiments show that the generation component is quite effective, but this is an obvious missing step.

Anyway, some other related work:
Lample et al. (2017 NIPS). Fader Networks. I realize this work is more ambitious since it seeks to be a fully generative model including of the contexts/attributes. But I mostly bring it up because it is an impressively clear presentation of a model and experimental set up.","The reviewer finds the paper's core idea interesting and promising, evidenced by statements like ""The model is interesting"" and acknowledging the potential for ""quite interesting generalizations."" However, they express significant concerns about the clarity and presentation of the paper, using terms like ""mercilessly difficult to read,"" ""poor use of examples,"" ""nonstandard terminology,"" and ""obscures what is going on."" This suggests an overall mixed sentiment, leaning towards the negative due to the severity of the clarity issues. While the reviewer uses strong language to criticize the paper, it doesn't come across as personally offensive or disrespectful to the authors. The suggestions for improvement are presented matter-of-factly.",-20,40
"This paper proposes integrating information from a semantic resource that quantifies the affect of different words into a text-based word embedding algorithm. 

The affect lexical seems to be a very interesting resource (although I'm not sure what it means to call it 'state of the art'), and definitely support the endeavour to make language models more reflective of complex semantic and pragmatic phenomena such as affect and sentiment. 

The justification for why we might want to do this with word embeddings in the manner proposed seems a little unconvincing to me:

- The statement that 'delighted' and 'disappointed' will have similar contexts is not evident to me at least (other then them both being participle / adjectives).

- Affect in language seems to me to be a very contextual phenomenon. Only a tiny subset of words have intrinsic and context-free affect. Most affect seems to me to come from the use of words in (phrasal, and extra-linguistic) contexts, so a more context-dependent model, in which affect is computed over phrases or sentences, would seem to be more appropriate. Consider words like 'expensive', 'wicked', 'elimination'...

The model proposes several applications (sentiment prediction, predicting email tone, word similarity) where the affect-based embeddings yield small improvements. However, in different cases, taking different flavours of affect information (V, A or D) produces the best score, so it is not clear what to conclude about what sort of information is most useful. 

It is not surprising to me that an algorithm that uses both WordNet and running text to compute word similarity scores improves over one that uses just running text. It also not surprising that adding information about affect improves the ability to predict sentiment and the tone of emails. 

To understand the importance of the proposed algorithm (rather than just the addition of additional data), I would like to see comparison with various different post-processing techniques using WordNet and the affect lexicon (i.e. not just Bollelaga et al.) including some much simpler baselines. For instance, what about averaging WordNet path-based distance metrics and distance in word embedding space (for word similarity), and other ways of applying the affect data to email tone prediction?

","The reviewer provides a mixed opinion, acknowledging the interesting aspects of the paper's approach while expressing reservations about the justification and methodology. While they find the affect lexicon intriguing and support incorporating affect into language models, they find the paper's arguments for its specific application to word embeddings unconvincing. The reviewer also points out the lack of clear conclusions from the results and suggests additional comparisons with simpler baselines. The language used is polite and constructive, offering specific suggestions for improvement rather than outright criticism. Overall, the review leans slightly towards the negative due to the concerns raised, but it maintains a professional and respectful tone.",-20,70
"SUMMARY
The paper deal with the problem of RL.  It proposes a non-parametric approach that maps trajectories to the optimal policy.  It avoids learning parameterized policies.  The fundamental idea is to store passed trajectories.  When a policy is to be executed, it does nearest neighbor search to find then closest trajectory and executes it.

COMMENTS

What happens if the agent finds it self  in a state that while is close to a state in the similar trajectory the action required to could be completely different.

Not certain about the claim that standard RL policy learning algorithms make it difficult to assess the difficulty of a problem. 

How do you execute a trajectory? Actions in RL are by definition stochastic, and this would make it unlikely that a same trajectory can be reproduced exactly.
",The review does not give an overall positive or negative impression and is rather neutral in its sentiment. It raises valid concerns and questions about the paper's approach in a neutral and professional manner. The reviewer asks important clarifications without dismissing the paper's core ideas.,0,50
"The paper is about open sourcing AirNet, a database that has interpolated air quality metrics in a spatial form along with matching meteorological data obtained elsewhere. In addition, the paper also develops a few baseline methods and evaluated using standard metrics such as detection rate, false alarms etc. The work is original and significant from an applications point of view. It looks like the dataset is useful but the model development and experimental sections are weak.

Strengths:
- open source data set for air quality monitoring that is significantly better than existing ones.
- baseline models using standard methods including RNN.

Weaknesses:
- The air quality data is measured at point locations (stations) which are interpolated to obtain spatial data. There is no evaluation on this step to make sure the interpolated data indeed reflects truth. 
- Experiments doesn't seem to be carefully done using hyper-parameter tuning/ cross-validation. The model results may be misleading.
- Writing and formatting needs to be improved. Some examples - ""quality of air quality"", ""people attempted to apply deep learning"", ""in the computer vision field ."", ""Some people also used the hidden Makov model"", ""radial of longitude"", ""in 2:00AM, January 23"". The paper in general was not easy to follow at many places.
- Is Table 3 incomplete with one box unlabeled?
- Figure 3 is not clear. It is suggested to follow standard notations to represent the RNN structure (see Jurgen Schmidhuber's paper)
- ""DEV"" in table 4 is not explained. Is this a development set? If so, what does it mean?
- It is said that ""reduced LSTM is improved than LSTM"". But the test results in Table 4 shows that LSTM is better.","The reviewer acknowledges the significance and originality of the work, particularly the value of the open-source dataset. This points towards a positive sentiment. However, they also point out significant weaknesses in the experimental methodology and presentation, suggesting a less positive view of these aspects. Overall, the sentiment is mixed but leans more towards the positive side due to the dataset's value. The language used is generally polite and professional. While the reviewer points out shortcomings, they do so in a constructive manner, suggesting specific improvements. The tone remains critical but not disrespectful.",60,70
"The paper proposes an analysis on different adaptive regularization techniques for deep transfer learning. 
Specifically it focuses on the use of an L2-SP condition that constraints the new parameters to be close to the
ones previously learned when solving a source task. 

+ The paper is easy to read and well organized
+ The advantage of the proposed regularization against the more standard L2 regularization is clearly visible 
from the experiments

- The idea per se is not new: there is a list of shallow learning methods for transfer learning based 
on the same L2 regularization choice
[Cross-Domain Video Concept Detection using Adaptive SVMs, ACM Multimedia 2007]
[Learning categories from few examples with multi model knowledge transfer, PAMI 2014]
[From n to n+ 1: Multiclass transfer incremental learning, CVPR 2013]
I believe this literature should be discussed in the related work section

- It is true that the L2-SP-Fisher regularization was designed for life-long learning cases with a 
fixed task, however, this solution seems to work quite well in the proposed experimental settings. 
From my understanding L2-SP-Fisher can be considered the best competitor of L2-SP so I think
the paper should dedicate more space to the analysis of their difference and similarities both
from the theoretical and experimental point of view. For instance:
--  adding the L2-SP-Fisher results in table 2
--  repeating the experiments of figure 2 and figure 3 with L2-SP-Fisher




","The reviewer provides a mixed opinion, acknowledging the paper's strengths (well-written, clear advantage of the proposed method) but also pointing out significant shortcomings (lack of novelty, insufficient comparison with a relevant existing technique). The tone is critical but professional and offers constructive suggestions for improvement. ",20,60
"The main contribution of this paper are:
(a) replacing the typical maximum likelihood criterion in neural language model training with a discriminative criterion,
(b) propose two large margin criterion -- difference in likelihood and difference in rank (WER or BLUE ordered) hypotheses,
(c) demonstrate performance gains two standard tasks -- an ASR task on Wall Street Journal (small task) and an MT task.

In addition, they provide examples in Figure (1) and (2) that illustrate the effect of the cost function on training. Their illustration in Figure 4 is also helpful in seeing the impact of using a warm start with a generative model.
","The review explicitly points out the main contributions of the paper and acknowledges the helpfulness of the illustrations. It does not contain any negative statements. Therefore, the sentiment is positive. The language used is factual, professional, and void of any negative or informal phrasing, indicating a high level of politeness.",60,80
"This paper proposes an anytime neural network, which can predict anytime while training. To achieve that, the model includes auxiliary predictions which can make early predictions. Specifically, the paper presents a loss weighting scheme that considers high correlation among nearby predictions, an oscillating loss weighting scheme for further improvement, and an ensemble of anytime neural networks. In the experiments, test error of the proposed model was shown to be comparable to the optimal one at each time budget. 

It is an interesting idea to add auxiliary predictions to enable early predictions and the experimental results look promising as they are close to optimal at each time budget. 

1. In Section 3.2, there are some discussions on the parallel computations of EANN. The parallel training is not clear to me and it would be great to have more explanation on this with examples.  

2. It seems that EANN is not scalable because the depth is increasing exponentially. For example, given 10 machines, the model with the largest depth would have 2^10 layers, which is difficult to train. It would be great to discuss this issue.

3. In the experiments, it would be great to add a few alternatives to be compared for anytime predictions. 







","The reviewer provides a positive summary of the paper's contributions, highlighting the interesting idea and promising results. While they raise valid questions and suggestions for improvement, these are presented constructively and aim to enhance the paper's clarity and completeness. ",60,80
"Summary:

This paper studies how to learn (hidden)-state-space models of environment dynamics, and integrate them with Imagination-Augmented Agents (I2A). The paper considers single-agent problems and tests on Ms Pacman etc.

There are several variations of the hidden-state space [ds]SSM model: using det/stochastic latent variables + using det/stochastic decoders. In the stochastic case, learning is done using variational methods. 

[ds]SSM is integrated with I2A, which generates rollouts of future states, based on the inferred hidden states from the d/sSSM-VAE model. The rollouts are then fed into the agent's policy / value function.

Main results seem to be:
1. Experiments on learning the forward model, show that latent forward models work better and faster than naive AR models on several Atari games, and better than fully model-free baselines. 
2. I2A agents with latent codes work better than model-free models or I2A from pixels. Deterministic latent models seem to work better than stochastic ones.

Pro:
- Relatively straightforward idea: learn the forward model on hidden states, rather than raw states.
- Writing is clear, although a bit dense in places.

Con:
- Paper only shows training curves for MS Pacman. What about the other games from Table 1?
- The paper lacks any visualization of the latent codes. What do they represent? Can we e.g. learn a raw-state predictor from the latent codes?
- Are the latent codes relevant in the stochastic model? See e.g. the discussion in ""Variational Lossy Autoencoder"" (Chen et al. 2016)
- Experiments are not complete (e.g. for AR, as noted in the paper).
- The games used are fairly reactive (i.e. do not require significant long-term planning), and so the sequential hidden-state-space model does not have to capture long-term dependencies. It would be nice to see how this technique fares on Montezuma's revenge, for instance.

Overall:
The paper proposes a simple idea that seems to work well on reactive 1-agent games. However, the paper could give more insights into *how* this works: e.g. a better qualitative inspection of the learned latent model, and how existing questions surrounding sequential stochastic model affect the proposed method. Also, not all baseline experiments are done, and the impact on training is only evaluated on 1 game. 

Detailed:
-
","The review is generally positive in its assessment of the paper's core idea (learning forward models on hidden states) and acknowledges the clarity of the writing. However, it also raises several significant concerns and calls for more comprehensive experiments and analysis. The reviewer points out missing visualizations, incomplete baseline comparisons, and a lack of in-depth exploration of the learned latent model. The use of ""fairly reactive"" games is also noted as a limitation. Overall, the feedback leans towards the positive side due to the promising nature of the idea and clear presentation, but with significant reservations about the depth and completeness of the work.",40,80
"This work proposes to learn word vectors that are intended to specifically model the lexical entailment relationship. This is achieved in an unsupervised manner from unstructured data, through an approach heavily influenced by recent work by Henderson and Popa, which ""reinterprets word2vec"" by modeling distributions over discrete latent ""pseudo-phrase"" vectors. That is, instead of using two vectors per word, as in word2vec, a latent representation is introduced that models the joint properties of the target and context words. While Henderson and Popa represent the latent vector as the evidence for the target and context, or the likelihood, this work suggests to represent it based on the posterior distribution instead. The resultant representations are evaluated on Weeds et al.'s (2014) version of BLESS, as well as the full BLESS dataset, where they do better than the original.

The paper is confusingly written, fails to mention a lot of related work, has a weak evaluation where it doesn't compare to related systems, and I feel that it would benefit from ""toning down"". Hence, I do not recommend it for acceptance. In more detail:

1. The idea behind Henderson and Popa's model, as well as the suggested modification, should be easy to explain, but I really had to struggle to make sense of it. This work relies very heavily on that paper, and would be better off if it was more standalone. I think part of the confusion stems from using y for the latent representation but not specifying whether it is a word or latent representation in Equation 1 - that only becomes obvious later. The exposition clearly needs more work, and more precise technical writing.

2. There is a lot of related work around word embeddings that is not mentioned, both on word2vec-style representation learning (e.g. it would be useful to relate this more to word2vec and what it learns, as in Omer Levy's work on ""interpreting"" word2vec, rather than reinterpreting) and word embeddings on hypernymy detection and lexical entailment (see e.g. Stephen Roller's thesis for references).

3. There has been a lot of work on the Weeds BLESS dataset that is not mentioned, or compared against, including unsupervised approaches (e.g. Levy's work, Santus's work, Kiela's work, Roller's work, etc.), that perform better than the numbers in Table 1. There are many other datasets that measure lexical entailment, none of which are evaluated on (apart from the original BLESS set, which is mentioned in passing). It would make sense to show that the method works on more than one dataset, and to do a thorough comparison against other work; especially given that:

4. The tone of the work appears to imply that word2vec was wrong and needs to be reinterpreted: the work leads to ""unprecedented results"" (not true), claims to be a completely novel method for inducing word representations (together with LSA, BOW and Word2Vec, third paragraph; not true), and suggests it has found ""the best way to extract information about the semantics of a word from this model"" (7th paragraph; not true). This, together with the ""reinterpretation of word2vec"" and the proposed ""new distributional semantic models"" almost makes it hard for me to take the work seriously.","The reviewer expresses significant concerns about the paper, ultimately recommending rejection. While they acknowledge the paper's aim and basis on previous work, they find the writing confusing, the literature review lacking, the evaluation weak, and the tone overly strong. The reviewer cites specific examples like the unclear explanation of Henderson and Popa's model, the omission of relevant related work, and the strong claims made about the novelty and performance of the proposed method. All these factors point towards a negative sentiment, although the language remains professional and provides constructive criticism.",-60,60
"The paper proposes variance regularizing adversarial learning (VRAL), a new method for training GANs.

The motivation is to ensure that the gradient for the generator does not vanish. The authors propose to use a discriminator whose output targets a mixture of two Gaussians (one component each for real and fake data).  The means and variances are fixed so that the discriminator does not overfit, which ensures that the generator learning is not hindered. 

The discriminator itself is trained through two additional meta-discriminators (!) Are the meta-discriminators really necessary? Have you tried matching moments or using other methods for comparing the distributions?

It would be useful to write down the actual loss function so that it's easier to compare with other GAN variants. In particular, I'm curious to understand the difference between VRAL and Fisher-GAN. The authors discuss this in the end of Section 3, but a more careful comparison is needed.

The experimental results are pretty limited and lack detailed quantitative evaluation, which makes it harder to compare the performance of the proposed variant to existing algorithms.

Overall, I think that the idea is interesting, but the paper needs more work and does not meet the ICLR acceptance bar.

FYI, another concurrent submission showed that gradient penalties stabilize training of GANs:
MANY PATHS TO EQUILIBRIUM: GANS DO NOT NEED TO DECREASE A DIVERGENCE AT EVERY STEP
https://openreview.net/pdf?id=ByQpn1ZA-","The reviewer finds the idea interesting but suggests the paper needs more work. The reviewer provides constructive criticism and suggestions for improvement, indicating a willingness to see the paper succeed with further development. The language is professional and respectful throughout.",20,80
"The main emphasis of this paper is how to add background knowledge so as to improve the performance of NLU (specifically QA and NLI) systems. They adopt the sensible perspective that background knowledge might most easily be added by providing it in text format. However, in this paper, the way it is added is simply by updating word representations based on this extra text. This seems too simple to really be the right way to add background knowledge. 

In practice, the biggest win of this paper turns out to be that you can get quite a lot of value by sharing contextualized word representations between all words with the same lemma (done by linguistic preprocessing; the paper never says exactly how, not even if you read the supplementary material). This seems a useful observation which it would be easy to apply everywhere and which shows fairly large utility from a bit of linguistically sensitive matching!  As the paper notes, this type of sharing is the main delta in this paper from simply using a standard deep LSTM (which the paper claims to not work on these data sets, though I'm not quite sure couldn't be made to work with more tuning).

pp. 6-7: The main thing of note seems to be that sharing of representations between words with the same lemma (which the tables refer to as ""reading"" is worth a lot (3.5-6.0%), in every case rather more than use of background knowledge (typically 0.3-1.5%). A note on the QA results: The QA results are certainly good enough to be in the range of ""good systems"", but none of the results really push the SOTA. The best SQuAD (devset) results are shown as several percent below the SOTA. In the table the TriviaQA results are shown as beating the SOTA, and that's fair wrt published work at the time of submission, but other submissions show that all of these results are below what you get by running the DrQA (Chen et al. 2017) system off-the-shelf on TriviaQA, so the real picture is perhaps similar to SQuAD, especially since DrQA is itself now considerably below the SOTA on SQUAD. Similar remarks perhaps apply to the NLI results.

p.7 In the additional NLI results, it is interesting and valuable to note that the lemmatization and knowledge help much more when amounts of data (and the covarying dimensionality of the word vectors) is much smaller, but the fact that the ideas of this paper have quite little (or even negative) effects when run on the full data with full word vectors on top of the ESIM model again draws into question whether enough value is being achieved from the world knowledge.

Biggest question:
 - Are word embeddings powerful enough as a form of memory to store the kind of relational facts that you are accessing as background knowledge?

Minor notes:
 - The paper was very well written/edited. The only real copyediting I noticed was in the conclusion: and be used ➔ and can be used; that rely on ➔ that relies on.
 - Should reference to (Manning et al. 1999) better be to (Manning et al. 2008) since the context here appears to be IR systems?
 - On p.3 above sec 3.1: What is u? Was that meant to be z?
 - On p.8, I'm a bit suspicious of the ""Is additional knowledge used?"" experiment which trains with knowledge and then tests without knowledge. It's not surprising that this mismatch might hurt performance, even if the knowledge provided no incremental value over what could be gained from standard word vectors alone.
 - In the supplementary material the paper notes that the numbers are from the best result from 3 runs. This seems to me a little less good experimental practice than reporting an average of k runs, preferably for k a bit bigger than 3.


","The reviewer acknowledges the paper's valuable observations and good writing but expresses skepticism about the core idea and findings. They find the method of adding background knowledge ""too simple"" and question the reliance on word embeddings for storing relational facts. The reviewer highlights that the biggest gain comes from sharing representations between words with the same lemma, not from the background knowledge itself. They also point out that the results, while decent, don't surpass existing systems and question the validity of some experiments. Overall, the review leans towards the critical side, suggesting potential but not fully convincing results.",20,70
"Paper Summary: The paper proposes an approach to perform object classification and changing the viewpoint simultaneously. The idea is that the viewpoint changes until the object is recognized. The results have been reported on ModelNet40.

Paper Strength: The idea of combining active vision with object classification is interesting.

Paper Weaknesses:
I have the following concerns about this paper: (1) The paper performs the experiments on ModelNet40, which is a toy dataset for this task. The background is white and there is only a single object in each image. (2) The simple CNN baselines in MVCNN (Su et al., 2015) achieve higher performance than the proposed model, which is more complicated. (3) The paper seems unfinished. It mentions THOR and Active Vision, but there is no quantitative or qualitative results on them. (4) Some of the implementation details are unclear.

comments:

- It is unfair to use (Ammirato et al., 2017) as the citation for active vision. Active vision has been around for decades.

- It is not clear how the hierarchical soft-max layers have been implemented. There cannot be two consecutive soft-max layers. Also, for example, we cannot select an action from A, and then select an action from C since the operation is not differentiable. This should be clarified in the rebuttal.

- In Table 3, why is there a difference between the performance with and without LSTM in the first column? The LSTM does not see any history at the first step so the performance should be the same in both cases.

- According to Table 1 of MVCNN (Su et al., 2015), a simple CNN with one view as input achieves 83% accuracy (w/o fine-tuning), which is higher than the performance of the proposed method.

- It is better not to call the approach navigation. It is just changing the azimuth of the camera view.","The reviewer highlights several significant weaknesses, pointing out methodological issues, lack of strong results, and unclear aspects in the paper. While they find the core idea interesting, the numerous concerns suggest a negative sentiment. However, the language remains professional and avoids harsh or disrespectful phrasing, indicating a neutral politeness level.",-40,0
"The paper describes a sequence to sequence auto-encoder model which is used to learn sequence representations. The authors show that for their application, better performance is obtained when the network is only trained to reconstruct a subset of the data measurements. The paper also presents some visualizations the similarity structure of the learned representations and proposes a window-based method for processing the data.

According to the paper, the experiments are done using a data set which is obtained from measurements of an industrial production process. Figure 2 indicates that reconstructing fewer dimensions of this dataset leads to lower MSE scores. I don’t see how this is showing anything besides the obvious fact that reconstructing fewer dimensions is an easier task than reconstructing all of them.  The only conclusions I can draw from the visual analysis is that the context vectors are more similar to each other when they are obtained from time steps in the data stream which are close to each other. Since the paper doesn’t describe much about the privately owned data at all, there is no possibility to replicate the work. The paper doesn’t frame the work in prior research at all and the six papers it cites are only referred to in the context of describing the architecture.

I found it very hard to distil what the main contribution of this work was according to the paper. There were also not many details about the precise architecture used. It is implied that GRU networks and were used but the text doesn’t actually state this explicitly. By saying so little about the data that was used, it was also not clear what the temporal correlations of the context vectors are supposed to tell us. 

The paper describes how existing methods are applied to a specific data set. The benefit of only reconstructing a subset of the input dimensions seems very data specific to me and I find it hard to consider this a novel idea by itself. Presenting sequential data in a windowed format is a standard procedure and not a new idea either. All in all I don't think that the paper presents any new ideas or interesting results.

Pros:
* The visualizations look nice.

Cons:
* It is not clear what the main contribution is.
* Very little information about the data. 
* No clear experiments from which conclusions can be drawn.
* No new ideas.
* Not well rooted in prior work.
","The review is overwhelmingly negative. The reviewer finds little to no scientific value in the paper, questioning the methodology, novelty, and even the clarity of the presented work.  While the language avoids overtly aggressive terms, the criticisms are sharp, indicating a lack of politeness. The reviewer lists several 'cons' without a single redeeming 'pro' besides the visual presentation.",-75,-20
"The authors present an evolution of the idea of fast weights: training a double recurrent neural network, one ""slow"" trained as usual and one ""fast"" that gets updated in every time-step based on the slow network. The authors generalize this idea in a nice  way and present results on 1 experiment. On the positive side, the paper is clearly written and while the fast-weights are not new, the details of the presented method are original. On the negative side, the experimental results are presented on only 1 experiment with a data-set and task made up by the authors. The results are good but the improvements are not too large, and they are measured over weak baselines implemented by the authors. For a convincing result, one would require an evaluation on a number of tasks, including long-studied ones like language modeling, and comparison to stronger related models, such as the Neural Turing Machine or the Transformer (from ""Attention is All You Need""). Without comparison to stronger baselines and with results only on 1 task constructed by the authors, we have to recommend rejection.","The review starts with a neutral summary of the paper's contributions. While acknowledging the originality and clarity of the work, the reviewer then raises significant concerns about the limited experimental validation, lack of comparison with established baselines, and reliance on a single, potentially contrived, dataset. The recommendation for rejection further underscores the negative sentiment. However, the language remains professional and avoids harsh or disrespectful phrasing.",-40,60
"This paper describes an approach to generating time sequences by learning state-action values, where the state is the sequence generated so far, and the action is the choice of the next value.  Local and global reward functions are learned from existing data sequences and then the Q-function learned from a policy gradient.

Unfortunately, this description is a little vague, because the paper's details are quite difficult to understand.  Though the approach is interesting, and the experiments are promising, important explanation is missing or muddled.  Perhaps most confusing is the loss function in equation 7, which is quite inadequately explained.

This paper could be interesting, but substantial editing is needed before it is sufficient for publication.","The review starts with a cautiously positive note by acknowledging the interesting approach and promising results. However, it quickly points out significant weaknesses regarding clarity and explanation, particularly with the loss function. The reviewer suggests substantial editing is needed, indicating significant revisions are required. Overall, the sentiment leans towards the negative side due to the severity of the clarity issues. The language used is professional and avoids harsh or disrespectful language.",-30,60
"This paper addresses the question of unsupervised clustering with high classification performance. They propose a deep variational autoencoder architecture with categorical latent variables at the deepest layer and propose to train it with modifications of the standard variational approach with reparameterization gradients. The model is tested on a medical imagining dataset where the task is to distinguish healthy from pathological lymphocytes from blood samples. 

I am not an expert on this particular dataset, but to my eye the results look impressive. They show high sensitivity and high specificity. This paper may be an important contribution to the medical imaging community.

My primary concern with the paper is the lack of novelty and relatively little in the way of contributions to the ICLR community. The proposed model is a simple variant on the standard VAE models (see for example the Ladder VAE https://arxiv.org/abs/1602.02282 for deep models with multiple stochastic layers). This would be OK if a thorough evaluation on at least two other datasets showed similar improvements as the lymphocytes dataset. As it stands, it is difficulty for me to assess the value of this model.

Minor questions / concerns:

- The authors claim in the first paragraph of 3.2 that deterministic mappings lack expressiveness. Would be great to see the paper take this claim seriously and investigate it.
- In equation (13) it isn't clear whether you use q_phi to be the discrete mass or the concrete density. The distinction is discussed in https://arxiv.org/abs/1611.00712
- Would be nice to report the MCC in experimental results.","The reviewer finds the results impressive and potentially important for the medical imaging community (positive). However, they have concerns about the lack of novelty and limited evaluation beyond the medical dataset, which lessens their enthusiasm (negative). The reviewer uses phrases like ""My primary concern"" and ""it is difficult for me to assess"" which are direct but professional and polite.  Overall, the tone is balanced and professional.",40,70
"This paper proposes a framework called 'multi-instance learning', in which a time series is treated as a 'set' of observations, and label is assigned to the full set, rather than individual observations. In this framework, authors propose to do set-level prediction (using pooling) and observation level predictions (using various attention mechanisms). 
They test their approach in a medical setting, where the goal is to annotate vital signs time series by clinical events. Their cohort is 2014 adults time series (average length 4 time steps), and their time series has dimension of 21 and their clinical events have dimension of 26. Their baselines are other 'multi-instance learning' prior work and results are achieved through cross-validation. A few of the relevant hyper-parameters are tuned and some important hyper-parameters (i.e. number of hidden states in the LSTMs, or optimization method and learning rate) are not tuned. 

Originality - I find the paper to be very incremental in terms of originality of the method. 

Quality and Significance - Due to small size of the cohort and lack of additional dataset, it is difficult to reliably access quality of experiments. Given that results are reported via cross-validation and without a true held-out dataset, and given that a number of hyperparameters are not even tuned, it is difficult to be confident that the differences of all the methods reported are significant. 

Clarity - The writing has good clarity.

Major issues with the paper: 
- Lack of reliable experiment section. Dataset is too small (2000 total samples), and model training is not described with enough details in terms of hyper-parameters tuned. 
","The reviewer raises several major concerns, indicating a negative sentiment. They find the paper's originality lacking and criticize the experimental setup's quality and significance. While they acknowledge the writing's clarity, the overall tone suggests a negative view due to the significant methodological issues. The language used is formal and professional, without resorting to personal attacks or disrespectful phrasing.",-50,50
