review,reasoning,sentiment_score,politeness_score
"The author works to compare DNNs to human visual perception, both quantitatively and qualitatively. Their first result involves performing a psychophysical experiment both on humans and on a model and then comparing the results (actually I think the psychophysical data was collected in a different work, and is just used here). The specific psychophysical experiment determined, separately for each of a set of approx. 1110 images, what the noise level of additive noise would have to be to make a just-noticeable-difference for humans in discriminating the noiseless image from the noisy one. The authors then define a metric on neural networks that allows them to measure what they posit might be a similar property for the networks. They then correlate the pattern of noise levels between neural networks that the humans. Deep neural networks end up being much better predictors of the human pattern of noise levels than simpler measure of image perturbation (e.g. RMS contrast). A second result involves comparing DNNs to humans in terms of their pattern errors in a series of highly controlled experiments using stimuli that illustrate classic properties of human visual processing -- including segmentation, crowding and shape understanding. They then used an information-theoretic single-neuron metric of discriminability to assess similar patterns of errors for the DNNs. Again, top layers of DNNs were able to reproduce the human patterns of difficulty across stimuli, at least to some extent. A third result involves comparing DNNs to humans in terms of their pattern of contrast sensitivity across a series of sine-grating images at different frequencies. (There is a classic result from vision research as to what this pattern should be, so it makes a natural target for comparison to models.) The authors define a DNN correlate for the propertie in terms of the cross-neuron average of the L1-distance between responses to a blank image and responses to a sinuisoid of each contrast and frequency. They then qualitatively compare the results of this metric for DNNs models to known results from the literature on humans, finding that, like humans, there is an apparent bandpass response for low-contrast gratings and a mostly constant response at high contrast. Pros: * The general concept of comparing deep nets to psychophysical results in a detailed, quantitative way, is really nice. * They nicely defined a set of *linking functions*, e.g. metrics that express how a specific behavioral result is to be generated from the neural network. (Ie. the L1 metrics in results 1 and 3 and the information-theoretic measure in result 2.) The framework for setting up such linking functions seems like a great direction to me. * The actual psychophysical data seems to have been handled in a very careful and thoughtful way. These folks clearly know what they*re doing on the psychophysical end. Cons: * To my mind, the biggest problem wit this paper is that that it doesn*t say something that we didn*t really know already. Existing results have shown that DNNs are pretty good models of the human visual system in a whole bunch of ways, and this paper adds some more ways. What would have been great would be: (a) showing that they metric of comparison to humans that was sufficiently sensitive that it could pull apart various DNN models, making one clearly better than the others. (b) identifying a wide gap between the DNNs and the humans that is still unfilled. They sort of do this, since while the DNNs are good at reproducing the human judgements in Result 1, they are not perfect -- gap is between 60% explained variance and 84% inter-human consistency. This 24% gap is potentially important, so I*d really like to see them have explored that gap more -- e.g. (i) widening the gap by identifying which images caused the gap most and focusing a test on those, or (ii) closing the gap by training a neural network to get the pattern 100% correct and seeing if that made better CNNs as measured on other metrics/tasks. In other words, I would definitely have traded off not having results 2 and 3 for a deeper exploration of result 1. I think their overall approach could be very fruitful, but it hasn*t really been carried far enough here. * I found a few things confusing about the layout of the paper. I especially found that the quantitative results for results 2 and 3 were not clearly displayed. Why was figure 8 relegated to the appendix? Where are the quantifications of model-human similarities for the data shown in Figure 8? Isn*t this the whole meat of their second result? This should really be presented in a more clear way. * Where is the quantification of model-human similarity for the data show in Figure 3? Isn*t there a way to get the human contrast-sensitivity curve and then compare it to that of models in a more quantitively precise way, rather than just note a qualitative agreement? It seems odd to me that this wasn*t done.","The review acknowledges the positive aspects of the paper, such as the innovative approach and careful data handling ('really nice', 'great direction', 'know what they're doing'). However, it also expresses reservations about the impact and clarity of the findings ('biggest problem...', 'doesn't say something we didn't really know', 'confusing', 'not clearly displayed'). The criticism, while direct, maintains a professional and respectful tone, focusing on the scientific content and argumentation rather than resorting to personal attacks.",40,60
"In this paper, the authors proposed an implicit ResoNet model for knowledge base completion. The proposed model performs inference implicitly by a search controller and shared memory. The proposed approach demonstrates promising results on FB15k benchmark dataset. Pros: - The proposed approach demonstrates strong performance on FB15k dataset. - The idea of using shared memory for knowledge base completion is new and interesting. - The proposed approach is general and can be applied in various tasks. Cons: - There is no qualitative analysis on the results, and it is hard to see why the proposed approach works on the knowledge-base completion task. - The introduction section can be improved. Specifically, the authors should motivate *shared memory* more in the introduction and how it different from existing methods that using *unshared memory* for knowledge base completion. Similarly, the function of search controller is unclear in the introduction section as it is unclear what does search mean in the content of knowledge base completion. The concept of shared memory and search controller only make sense to me after reading through section 2.","The reviewer acknowledges the merits of the paper, highlighting the strong performance and novelty of the approach. However, they also point out significant areas for improvement, particularly the lack of qualitative analysis and clarity in the introduction. The reviewer's tone is constructive and objective, suggesting ways to enhance the paper rather than simply criticizing it.",50,75
"This paper attempts to learn a Markov chain to estimate a probability distribution over latent variables Z, such that P(X | Z) can be eased to generate samples from a data distribution. The paper in its current form is not acceptable due to the following reasons: 1. No quantitative evaluation. The authors do include samples from the generative model, which however are insufficient to judge performance of the model. See comment 2. 2. The description of the model is very unclear. I had to indulge in a lot of charity to interpret what the authors *must be doing*. What does Q(Z) mean? Does it mean the true posterior P(Z | X) ? What is the generative model here? Typically, it*s P(Z)P(X|Z). VAEs use a variational approximation Q(Z | X) to the true posterior P(Z | X). Are you trying to say that your model can sample from the true posterior P(Z | X)? Comments: 1. Using additive noise in the input does not seem like a reasonable idea. Any justification of why this is being done? 2. Approaches which learn transition operators are usually very amenable to data augmentation-based semi-supervised learning. I encourage the authors to improve their paper by testing their model on semi-supervised learning benchmarks.","The review starts with a very strong negative statement ""The paper in its current form is not acceptable"". This, along with the numerous pointed criticisms regarding clarity, lack of quantitative evaluation, and questionable design choices, clearly indicates a negative sentiment. However, the reviewer also provides constructive suggestions for improvement, like exploring semi-supervised learning, indicating a willingness to see the paper succeed. Therefore, the sentiment is negative but not extremely so. The language used, while direct and critical, maintains a professional and academic tone. The reviewer avoids personal attacks and focuses on the shortcomings of the work itself.",-60,60
"The paper introduced an extension of Adam optimizer that automatically adjust learning rate by comparing the subsequent values of the cost function during training. The authors empirically demonstrated the benefit of the Eve optimizer on CIFAR convnets, logistic regression and RNN problems. I have the following concerns about the paper - The proposed method is VARIANT to arbitrary shifts and scaling to the cost function. - A more fair comparison with other baseline methods would be using additional exponential decay learning scheduling between the lower and upper threshold of d_t. I suspect 1/d_t just shrinks as an exponential decay from Figure 2. - Three additional hyper-parameters: k, K, eta_3. Overall, I think the method has its fundamental flew and the paper offers very limited novelty. There is no theoretical justification on the modification, and it would be good for the authors to discuss the potential failure mode of the proposed method. Furthermore, it is hard for me to follow Section 3.2. The writing quality and clarity of the method section can be further improved.","The reviewer raises serious concerns about the paper, pointing out a fundamental flaw and limited novelty. They find the method to be a variant of existing techniques and question the fairness of the comparisons. The reviewer also criticizes the lack of theoretical justification and clarity in the writing. All of these points suggest a negative sentiment. While the reviewer provides direct criticism, the language remains professional and avoids personal attacks, indicating a neutral politeness level.",-60,0
"First up, I want to point out that this paper is really long. Like 17 pages long -- without any supplementary material. While ICLR does not have an official page limit, it would be nice if authors put themselves in the reviewer*s shoes and did not take undue advantage of this rule. Having 1 or 2 pages in addition to the conventional 8 page limit is ok, but more than doubling the pages is quite unfair. Now for the review: The paper proposes a new artificial dataset for sequence learning. I call it artificial because it was artificially generated from the original MNIST dataset which is a smallish dataset of real images of handwritten digits. In addition to the dataset, the authors propose to train recurrent networks using a schedule over the length of the sequence, which they call *incremental learning*. The experiments show that their proposed schedule is better than not having any schedule on this data set. Furthermore, they also show that their proposed schedule is better than a few other intuitive schedules. The authors verify this by doing some ablation studies over the model on the proposed dataset. I have following issues with this paper: -- I did not find anything novel in this paper. The proposed incremental learning schedule is nothing new and is a natural thing to try when learning sequences. Similar idea have already been tried by a number of authors, including Bengio 2015, and Ranzato 2015. The only new piece of work is the ablation studies which the authors conduct to tease out and verify that indeed the improvement in performance is due to the curriculum used. -- Furthermore, the authors only test their hypothesis on a single dataset which they propose and is artificially generated. Why not use it on a real sequential dataset, such as, language modeling. Does the technique not work in that scenario? In fact I am quite positive that for language modeling where the vocabulary size is huge, the performance gains will be no where close to the 74% reported in the paper. -- I*m not convinced about the value of having this artificial dataset. Already there are so many real world sequential dataset available, including in text, speech, finance and other areas. What exactly does this dataset bring to the table is not super clear to me. While having another dataset may not be a bad thing in itself, I almost felt that this dataset was created for the sole purpose of making the proposed ideas work. It would have been so much better had the authors shown experiments on other datasets. -- As I said, the paper is way too long. A significant part of the length of the paper is due to a collection of experiments which are completely un-related to the main message of the paper. For instance, the experiment in Section 6.2 is completely unrelated to the story of the paper. Same is true with the transfer learning experiments of Section 6.4.","The reviewer expresses multiple negative opinions about the paper. They find the paper too long, the core idea not novel, and the experiments unconvincing due to reliance on a synthetic dataset. While the reviewer doesn't resort to personal attacks or overly inflammatory language, the tone is quite critical and dismissive of the work.",-60,20
"Paper summary This paper develops a generalization of dropout using information theoretic principles. The basic idea is that when learning a representation z of input x with the aim of predicting y, we must choose a z such that it carries the least amount of information about x, as long as it can predict y. This idea can be formalized using the Information Bottleneck Lagrangian. This leads to an optimization problem which is similar to the one derived for variational dropout, the difference being that Information dropout allows for a scaling factor associated with the KL divergence term that encourages noise. The amount of noise being added is made a parameterized function of the data and this function is optimized along with the rest of the model. Experimental results on CIFAR-10 and MNIST show (small) improvements over binary dropout. Strengths - The paper highlights an important conceptual link between probabilistic variational methods and information theoretic methods, showing that dropout can be generalized using both formalisms to arrive at very similar models. - The presentation of the model is excellent. - The experimental results on cluttered MNIST are impressive. Weaknesses - The results on CIFAR-10 in Figure 3(b) seem to be on a validation set (unless the axis label is a typo). It is not clear why the test set was not used. This makes it hard to compare to results reported in Springenberg et al, as well as other results in literature. Quality The theoretical exposition is high quality. Figure 2 gives a nice qualitative assessment of what the model is doing. However, the experimental results section can be made better, for example, by matching the results on CIFAR-10 as reported in Springenberg et al. and trying to improve on those using information dropout. Clarity The paper is well written and easy to follow. Originality The derivation of the information dropout optimization problem using IB Lagrangian is novel. However, the final model is quite close to variational dropout. Significance This paper will be of general interest to researchers in representation learning because it highlights an alternative way to think about latent variables (as information bottlenecks). However, unless the model can be shown to achieve significant improvements over simple dropout, its wider impact is likely to be limited. Overall The paper presents an insightful theoretical derivation and good preliminary results. The experimental section can be improved. Minor comments and suggestions - - expecially -> especially - trough -> through - There is probably a minus sign missing in the expression for H(y|z) above Eq (2). - Figure 3(a) has error bars, but 3(b) doesn*t. It might be a good idea to have those for Figure 3(b) as well. - Please consider comparing Figure 2 with the activity map of a standard CNN trained with binary dropout, so we can see if similar filtering out is happening there already.","The review acknowledges the strengths of the paper, such as the clear presentation and interesting theoretical connection. While it points out limitations in the experimental results and suggests improvements, the overall tone is constructive and encouraging. The reviewer sees value in the work but suggests further validation is needed. ",50,75
"Summary: The authors present a simple RNN with linear dynamics for language modeling. The linear dynamics greatly enhance the interpretability of the model, as well as provide the potential to improve performance by caching the dynamics for common sub-sequences. Overall, the quantitative comparison on a benchmark task is underwhelming. It’s unclear why the authors didn’t consider a more common dataset, and they only considered a single dataset. On the other hand, they present a number of well-executed techniques for analyzing the behavior of the model, many of which would be impossible to do for a non-linear RNN. Overall, I recommend that the paper is accepted, despite the results. It provides an interesting read and an important contribution to the research dialogue. Feedback The paper could be improved by shortening the number of analysis experiments and increasing the discussion of related sequence models. Some of the experiments were very compelling, whereas some of them (eg. 4.6) sort of feels like you’re just showing the reader that the model fits the data well, not that the model has any particularly important property. We trust that the model fits the data well, since you get reasonable perplexity results. LSTMS/GRUs are great for for language modeling for data with rigid combinatorial structure, such as nested parenthesis. It would have been nice if you compared your model to non-linear methods on this sort of data. Don’t be scared of negative results! It would be interesting if the non-linear methods were substantially better on these tasks. You should definitely add a discussion of Belanger and Kakade 2015 to the related work. They have different motivations (fast, scalable learning algorithms) rather than you (interpretable latent state dynamics and simple credit assignment for future predictions given past). On the other hand, they also have linear dynamics, and look at the singular vectors of the transition matrix to analyze the model. More broadly, it would be useful for readers if you discussed LDS more directly. A lot of this comparison came up in the openreview discussion, and I recommend folding this into the paper. For example, it would be useful to emphasize that the bias vectors correspond to columns of the Kalman gain matrix. One last thing regarding LDS: your model corresponds to Kalman filtering but in an LDS you can also do Kalman smoothing, where state vectors are inferred using the future in addition to the past observations. Could you do something similar in your model? What if you said that each matrix is a sparse/convex combination of a set of dictionary matrices? This parameter sharing could provide even more interpretability, since the characters are then represented by the low-dimensional weights used to combine the dictionary elements. This could also provide more scalability to word-level problems.","The reviewer explicitly recommends acceptance and finds the work interesting and a valuable contribution. However, they also point out limitations in the quantitative results and suggest several improvements. The tone is constructive and typical of peer review, with a mix of positive and negative points.",50,70
This paper analyzes dependency trees vs standard window contexts for word vector learning. While that*s a good goal I believe the paper falls short of a thorough analysis of the subject matter. It does not analyze Glove like objective functions which often work better than the algorithms used here. It doesn*t compare in absolute terms to other published vectors or models. It fails to gain any particularly interesting insights that will modify other people*s work. It fails to push the state of the art or make available new resources for people.,"The review starts with a backhanded compliment, saying the goal is good but the paper falls short. It then lists multiple areas where the paper fails to deliver. The language, while direct, avoids overtly rude or unprofessional phrasing.",-60,40
"This paper combines DRQN with eligibility traces, and also experiment with the Adam optimizer for optimizing the q-network. This direction is worth exploring, and the experiments demonstrate the benefit from using eligibility traces and Adam on two Atari games. The methods themselves are not novel. Thus, the primary contributions are (1) applying eligibility traces and Adam to DRQN and (2) the experimental evaluation. The paper is well-written and easy to understand. The experiments provide quantitative results and detailed qualitative intuition for how and why the methods perform as they do. However, with only two Atari games in the results, it is difficult to tell how well it the method would perform more generally. Showing results on several more games and/or other domains would significantly improve the paper. Showing error bars from multiple random seeds would also improve the paper.","The review acknowledges the paper's contributions (applying known methods to a new problem and providing experimental evaluation) and praises its clarity and insights. However, it also points out the limitation of limited experiments and suggests improvements. Overall, this indicates a positive but cautious sentiment, leaning towards encouraging further development. The language used is constructive, professional, and polite.",60,80
"This paper introduces a large-scale multi-model product classification system. The model consists of three modules, Image CNN (VGG 16 architecture), text CNN (Kim 2014) and decision-level fusion policies. The authors have tried several fusion methods: including policies taking inputs from text and image CNN probabilities; choose either CNN; average the predictions; end-to-end training. Experimental results show that text CNN alone works better than image CNN and multi-model fusion can improve the accuracy by a small margin. It is a little bit surprising that end-to-end feature level fusion works worse than text CNN alone. The writing is clear and there are a lot of useful practical experiences of learning large-scale model. However, I lean toward rejecting the paper because the following: 1) No other dataset reported. The authors haven*t mentioned releasing the walmart dataset and it is going to be really hard to reproduce the results without the dataset. 2) Technical novelty is limited. All the decision-level fusion policies have been investigated by some previous methods before. 3) Performance gain is also limited.","The reviewer acknowledges the clear writing and practical insights but leans towards rejection due to limited novelty, dataset availability concerns, and marginal performance gains. The language is professional and not aggressive, suggesting neutrality rather than rudeness.",-40,60
"This paper proposes a method for iteratively improving the output of an existing machine translation by identifying potential mistakes and proposing a substitution, in this case using an attention-based model. It is motivated by the method in which (it is assumed) human translators operate. The paper is interesting and imaginative. However, in general terms, I am somewhat sceptical of this kind of approach -- whereby a machine learning method is used to identify and correct the predictions of another method, or itself -- because in the first case, if the new method is better, why not use it from the outset in place of the other method? And in the second case, since the method has no new information compared to previously, why is it more likely to identify more past mistakes and correct them, than identify past correct terms and turn them into new errors? That is unless there is a specific reason that an iterative approach can be shown to converge to a better solution when run over several epochs. This paper does not convince me on these points. Indeed, unsurprisingly, the authors note that *the probability of correctly labelling a word as a mistake remains low (62%)* - this admittedly beats a random-chance baseline, but is not compared to something more meaningful, such as simply contrasting the existing system with a more powerful convolutional model and labelling all discrepancies as mistakes. The oracle experiments are rather meaningless - they just serve to confirm that improving a translation is very easy when the existing mistakes have been identified, but much harder when they are not. Although I do like the paper on the whole, to really convince me that main objective -- ie. that **iterative** improvement is beneficial -- has been satifactorily demonstrated it would be necessary to include stronger baselines - and in particular, to show that an iterative refinement scheme can really improve over a system closely matched to the attention-based model, both when used in isolation and when used in system combination with a PBMT system, and to demonstrate that the PBMT system is not simply acting as a regulariser for the attention-based model. Minor comments: I find the notation excessively fiddly at times - eg F^i = (F^{i,1}, F^{i,|F^i|}) - why use |F^i| here when F is a matrix, so surely the length of the slice is not dependent on i? In the discussion in section 4 - it seems that this still creates a mismatch between the training and test conditions - could anything be done about this?","The reviewer expresses interest and finds the paper imaginative but remains unconvinced about the core argument of iterative improvement. They find the approach somewhat skeptical and point out flaws in the methodology and results. While the language is critical, it's within the scope of academic discourse and offers constructive feedback. There are no personal attacks or disrespectful remarks.",-20,60
"The paper introduces the joint multimodal variational autoencoder, a directed graphical model for modeling multimodal data with latent variable. the model is rather straightforward extension of standard VAE where two data modalities are generated from a shared latent representation independently. In order to deal with missing input modalities or bi-directional inference between two modalities the paper introduces modality-specific encoder that is trained to minimize the KL divergence of latent variable distributions between joint and modality-specific recognition networks. The paper demonstrates its effectiveness on MNIST and CelebA datasets, both in terms of test log-likelihoods and the conditional image generation and editing. The proposed method is rather straightforward extension of VAE and therefore the model should inherent the probabilistic inference methods of VAE. For example, for missing data modalities, the model should be able to infer joint representation as well as filling in the missing modalities via iterative sampling as introduced by Rezende et al. (2014). Given marginal improvement, I am not convinced by the contribution of modality-specific encoders in Section 3.3. In addition, the inference methods introduced for generating Figure 5 looks somewhat unprincipled; I am wondering the conditional image generation results by following more principled approach (e.g., iterative sampling). Experimental results on joint image-attribute generation is also missing.","The review acknowledges the paper's work but expresses reservations about its novelty and significance. Phrases like ""rather straightforward extension,"" ""marginal improvement,"" and ""not convinced"" indicate skepticism. While the reviewer suggests alternative approaches and points out limitations, the language remains professional and avoids harsh criticism.",-20,60
"This paper proposes an RNN-based model for recommendation which takes into account temporal dynamics in user ratings and reviews. Interestingly, the model infers time-dependant user/item vectors by applying an RNN to previous histories. Those vectors are used to predict ratings, in a similar fashion to standard matrix factorization methods, and also bias a conditional RNN language model for reviews. The paper is well written and the architectural choices make sense. The main shortcomings of the paper are in the experiments: 1) The full model (rating+text) is only applied to one and relatively small dataset. Applying the model on multiple datasets with more data, e.g. Amazon reviews dataset (https://snap.stanford.edu/data/web-Amazon.html) would be more convincing. 2) While modelling order in review text seems like the right choice, previous papers (e.g. Almahairi et al. 2015) have shown that for rating prediction, modelling order in reviews might not be useful. A comparison with a similar model, but with bag-of-words reviews model would be nice in order to show the importance of the RNN-based review model, especially given previous literature. Finally, this paper is an application paper applying well-established deep learning techniques, and I do not feel the paper offers new insights which the ICLR community in general would benefit from. This is not to undermine the importance of this paper, but I would like the authors to comment on why they think ICLR is a good avenue for their work.","The reviewer acknowledges the merits of the paper, such as its clear writing and sensible architecture. However, they express concerns about the experiments, particularly the limited dataset size and lack of comparison with simpler models. The reviewer also questions the paper's suitability for ICLR, suggesting it might be better suited for a different venue. Overall, the feedback is balanced but leans towards the critical side.",20,70
"This paper studies the problem of transfer learning in the context of domain adaptation. They propose to study it in the framework of knowledge distillation. Several settings are presented along with experiments on the Amazon Reviews dataset. The paper is nicely written and the problem studied is very important towards progress in AI. The results of the experiments could be improved but still justify the validity of applying distillation for transfer learning. Of course, the experimental setting is rather limited but the benchmarks are competitive enough to be meaningful. I had concerns regarding discussion of previous work but the extensive responses helped clarify this point (the authors should turn the arguments used in this thread into an appendix). I think this paper would make an interesting ICLR paper.","The reviewer finds the paper well-written, addressing an important problem with a valid approach. While suggesting improvements to the results and acknowledging the limited experimental setting, the reviewer ultimately recommends the paper for publication. The tone is constructive and encouraging.",75,90
"This paper presents an anomaly-based host intrusion detection method. LSTM RNN is used to model the system-call sequences and the averaged sequence likelihood is then used to determine anomaly, which is the attack. This paper also compares an ensemble method with two baselines as classification model. +This is is well written and more of ideas are clearly presented. +It demonstrates an interesting application of LSTM sequential modeling to HIDS problem -The overall novelty is limited considering the major technical components like LSTM RNN and ensemble method are already established. -The contribution of the proposed ensemble method needs further evaluation because it is also possible to use ensemble ideas in kNN and kMC baselines.","The review starts with positive remarks on the writing and presentation ('well-written', 'clearly presented', 'interesting application'). While it points out a limitation regarding novelty, it does not deem the work insignificant. The suggestion for further evaluation of the ensemble method is constructive and not delivered harshly.  Overall, the tone is balanced and professional.",20,70
"Please provide an evaluation of the quality, clarity, originality and significance of this work, including a list of its pros and cons. Paper summary: this work proposes to use RNNs inside a convolutional network architecture as a complementary mechanism to propagate spatial information across the image. Promising results on classification and semantic labeling are reported. Review summary: The text is clear, the idea well describe, the experiments seem well constructed and do not overclaim. Overall it is not a earth shattering paper, but a good piece of incremental science. Pros: * Clear description * Well built experiments * Simple yet effective idea * No overclaiming * Detailed comparison with related work architectures Cons: * Idea somewhat incremental (e.g. can be seen as derivative from Bell 2016) * Results are good, but do not improve over state of the art Quality: the ideas are sound, experiments well built and analysed. Clarity: easy to read, and mostly clear (but some relevant details left out, see comments below) Originality: minor, this is a different combination of ideas well known. Significance: seems like a good step forward in our quest to learn good practices to build neural networks for task X (here semantic labelling and classification). Specific comments: * Section 2.2 “we introduction more nonlinearities (through the convolutional layers and ...”. Convolutional layers are linear operators. * Section 2.2, why exactly RNN cannot have pooling operators ? I do not see what would impede it. * Section 3 “into the computational block”, which block ? Seems like a typo, please rephrase. * Figure 2b and 2c not present ? Please fix figure or references to it. * Maybe add a short description of GRU in the appendix, for completeness ? * Section 5.1, last sentence. Not sure what is meant. The convolutions + relu and pooling in ResNet do provide non-linearities “between layers” too. Please clarify * Section 5.2.1 (and appendix A), how is the learning rate increased and decreased ? Manually ? This is an important detail that should be made explicit. Is the learning rate schedule the same in all experiments of each table ? If there is a human in the loop, what is the variance in results between “two human schedulers” ? * Section 5.2.1, last sentence; “we certainly have a strong baseline”; the Pascal VOC12 for competition 6 reports 85.4 mIoU as best known results. So no, 64.4 is not “certainly strong”. Please tune down the statement. * Section 5.2.3 Modules -> modules * The results ignore any mention of increased memory usage or computation cost. This is not a small detail. Please add a discussion on the topic. * Section 6 “adding multi-scale spatial” -> “adding spatial” (there is nothing inherently “multi” in the RNN) * Section 6 Furthermoe -> Furthermore * Appendix C, redundant with Figure 5 ?","The review is generally positive, highlighting the paper's clarity, well-constructed experiments, and solid contribution. While acknowledging the incremental nature of the work, the reviewer finds merit in its systematic exploration and presentation. The language is constructive and professional throughout, suggesting areas for improvement without resorting to harsh criticism.",60,80
"This paper introduces a novel hierarchical memory architecture for neural networks, based on a binary tree with leaves corresponding to memory cells. This allows for O(log n) memory access, and experiments additionally demonstrate ability to solve more challenging tasks such as sorting from pure input-output examples and dealing with longer sequences. The idea of the paper is novel and well-presented, and the memory structure seems reasonable to have advantages in practice. However, the main weakness of the paper is the experiments. There is no experimental comparison with other external memory-based approaches (e.g. those discussed in Related Work), or experimental analysis of computational efficiency given overhead costs (beyond just computational complexity) despite that being one of the main advantages. Furthermore, the experimental setups are relatively weak, all on artificial tasks with moderate increases in sequence length. Improving on these would greatly strengthen the paper, as the core idea is interesting.","The review starts with positive remarks, highlighting the novelty, presentation, and potential practical advantages of the proposed memory architecture. However, it then focuses heavily on the weaknesses related to the experiments, such as the lack of comparison with existing methods and the use of artificial tasks. While acknowledging the interesting core idea, the review emphasizes the need for stronger experimental validation. Therefore, the sentiment is mildly positive due to the appreciation of the core idea, but tempered by the significant concerns raised. The language used is polite and professional throughout, offering constructive criticism and suggestions for improvement.",40,80
"This paper proposes a network called Gated Residual Networks layer design that adds gating to shortcut connections with a scalar to regulate the gate. The authors claim that this approach will improve the training Residual Networks. It seems the authors could get competitive performance on CIFAR-10 to state of art models with only Wide Res Nets. Wide Gated ResNet requires much more parameters than DenseNet (and other Res Net variants) for obtaining a little improvement over Dense Net. More importantly, the authors state that they obtained the best results on CIFAR-10 and CIFAR-100 but the updated version of DenseNet (Huang et al. (2016b)) has new results for a version called DenseNet-BC which outperforms all of the results that authors reported (3.46 for CIFAR-10 and 17.18 for CIFAR-100 with 25.6M parameters, DenseNet-BC still outperforms with 15.3M parameters which is much less that 36.5M). The Res Net variants papers with state of art results report result for Image Net. Therefore the empirical results need also the Image Net to demonstrate that improvement claimed is achieved. The proposed trick adopts Highway Neural Networks and Residual Networks with an intuitive motivation. It is not sufficiently novel and the empirical results do not prove sufficient effectiveness of this incremental approach.","The review is highly critical of the paper, pointing out significant flaws in the claims, methodology, and results. The reviewer finds the novelty lacking and the empirical evidence unconvincing. The language used, while direct, avoids overtly rude or unprofessional language.",-75,20
"The paper is straightforward, easy to read, and has clear results. Since all these parameterisations end up outputting torques, it seems like there shouldn*t be much difference between them. There is a known function that convert from one representation to another (or at least to torques). Is it not possible that the only reason proportional control is a little better is that the tracking cost is a function of positions? Would we get the same result if there was no reference-pose cost, only a locomotion cost? Would we get the same result if the task was to spin a top? My guess is no. This work is interesting, but not likely to generalise to other scenarios, and in that sense is rather limited. The video is nice.","The review starts with positive statements, highlighting clarity and results. However, it transitions into skepticism about the generalizability of the findings, suggesting the work's impact is ""rather limited."" The reviewer poses critical questions but avoids harsh language, maintaining a professional tone.",20,70
"This paper presents an improved neural language models designed for selected long-term dependency, i.e., to predict more accurately the next identifier for the dynamic programming language such as Python. The improvements are obtained by: 1) replacing the fixed-widow attention with a pointer network, in which the memory only consists of context representation of the previous K identifies introduced for the entire history. 2) a conventional neural LSTM-based language model is combined with such a sparse pointer network with a controller, which linearly combines the prediction of both components using a dynamic weights, decided by the input, hidden state, and the context representations at the time stamp. Such a model avoids the the need of large window size of the attention to predict next identifier, which usually requires a long-term dependency in the programming language. This is partly validated by the python codebase (which is another contribution of this paper) experiments in the paper. While the paper still misses some critical information that I would like to see, including how the sparse pointer network performance chances with different size of K, and how computationally efficient it is for both training and inference time compared to LSTM w/ attention of various window size, and ablation experiments about how much (1) and (2) contribute respectively, it might be of interest to the ICLR community to see it accepted.","The reviewer finds the paper interesting and potentially relevant to the ICLR community, suggesting it ""might be of interest"". They also acknowledge the paper's contributions (improved neural language models and the Python codebase). However, they list several missing critical pieces of information, indicating a need for further improvement. Overall, the sentiment leans towards positive, but with reservations. The language used is formal, academic, and devoid of any harsh or negative phrasing, indicating politeness.",60,80
"This paper proposes RaSoR, a method to efficiently representing and scoring all possible spans in an extractive QA task. While the test set results on SQuAD have not been released, it looks likely that they are not going to be state-of-the-art; with that said, the idea of enumerating all possible spans proposed in this paper could potentially improve many architectures. The paper is very well-written and the analysis/ablations in the final sections are mostly interesting (especially Figure 2, which confirms what we would intuitively believe). Based on its potential to positively impact other researchers working on SQuAD, I recommend that the paper is accepted.","The reviewer acknowledges that the paper's results may not be state-of-the-art but finds the proposed method potentially valuable for other researchers. The reviewer highlights the paper's clarity and interesting analysis, leading to a positive recommendation for acceptance.",70,90
"The submission proposes to modify the typical GAN architecture slightly to include *encrypt* (Alice) and *decrypt* (Bob) modules as well as a module trying to decrypt the signal without a key (Eve). Through repeated transmission of signals, the adversarial game is intended to converge to a system in which Alice and Bob can communicate securely (or at least a designated part of the signal should be secure), while a sophisticated Eve cannot break their code. Examples are given on toy data: *As a proof-of-concept, we implemented Alice, Bob, and Eve networks that take N-bit random plain-text and key values, and produce N-entry floating-point ciphertexts, for N = 16, 32, and 64. Both plaintext and key values are uniformly distributed.* The idea considered here is cute. If some, but not necessarily all of the signal is meant to be secure, the modules can learn to encrypt and decrypt a signal, while an adversary is simultaneously learned that tries to break the encryption. In this way, some of the data can remain unencrypted, while the portion that is e.g. correlated with the encrypted signal will have to be encrypted in order for Eve to not be able to predict the encrypted part. While this is a nice thought experiment, there are significant barriers to this submission having a practical impact: 1) GANs, and from the convergence figures also the objective considered here, are quite unstable to optimize. The only guarantees of privacy are for an Eve that is converged to a very strong adversary (stronger than a dedicated attack over time). I do not see how one can have any sort of reliable guarantee of the safety of the data transmission from the proposed approach, at least the paper does not outline such a guarantee. 2) Public key encryption systems are readily available, computationally feasible, and successfully applied almost anywhere. The toy examples given in the paper do not at all convince me that this is solving a real-world problem at this point. Perhaps a good example will come up in the near future, and this work will be shown to be justified, but until such an example is shown, the approach is more of an interesting thought experiment.","The reviewer acknowledges the ""cute"" idea and interesting thought experiment but expresses significant reservations about its practical impact and lack of real-world applicability. They point out the instability of GANs and the lack of guarantees for data security, especially compared to established public key encryption. The tone is critical but professional, focusing on the scientific limitations rather than personal criticism.",20,60
